"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","188","should go back to native categories view","<CategoriesModal/>","Thu May 15 12:55:52 UTC 2025","passed","Thu May 15 12:55:52 UTC 2025","","new book native categories section","",""
"","25","should display CTA received as props","OfferFooter","Thu May 15 12:55:45 UTC 2025","passed","Thu May 15 12:55:45 UTC 2025","","Content when offer is not a movie screening and does not have a publicationDate in the future","",""
"","33","analytics.logConsultOffer();","no-direct-consult-offer-log","Thu May 15 12:57:31 UTC 2025","passed","Thu May 15 12:57:31 UTC 2025","","invalid","",""
"","117","should change step to confirmation when hour selected, has not several prices and offer is not duo","BookingOfferModalFooter","Thu May 15 12:55:42 UTC 2025","passed","Thu May 15 12:55:42 UTC 2025","","when current step is hour selection","",""
"","40","should return badges by route","useTabBarItemBadges","Thu May 15 12:58:15 UTC 2025","passed","Thu May 15 12:58:15 UTC 2025","","","",""
"","113","should not display Duo filter button","SearchResultsContent component","Thu May 15 12:56:01 UTC 2025","passed","Thu May 15 12:56:01 UTC 2025","when user is logged in and beneficiary with no credit","Offer Duo filter","",""
"","189","should call onSignInFailure when signin fails","<SSOButton />","Thu May 15 12:56:12 UTC 2025","passed","Thu May 15 12:56:12 UTC 2025","","","",""
"","3","should retrieve the playlist tagged master+usergrandpublic if available","useSelectHomepageEntry","Thu May 15 12:55:41 UTC 2025","passed","Thu May 15 12:55:41 UTC 2025","eligible 15-17 users","default home entry when no remote config available","",""
"","1","should fetch with facetFilters parameter when multiple native category is provided","fetchOffer","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","","categories and subcategories","",""
"","85","should display addReminder button","OfferFooter","Thu May 15 12:55:42 UTC 2025","passed","Thu May 15 12:55:43 UTC 2025","","Content when offer has a publication date in the future","",""
"","1","should format duration with hours and minutes","formatDuration","Thu May 15 12:57:51 UTC 2025","passed","Thu May 15 12:57:51 UTC 2025","","","",""
"","1","useCategoryId(LIVESTREAM_EVENEMENT) = SPECTACLE","useCategoryId","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","","",""
"","4","should return Euro when displayFormat is ""full""","useGetCurrencyToDisplay","Thu May 15 12:57:02 UTC 2025","passed","Thu May 15 12:57:02 UTC 2025","and the feature flag is enabled","when user is registered in Euro region","",""
"","5","should not call resetErrorBoundary if minimalBuildNumber is greater than app build version","useResetOnMinimalBuild","Thu May 15 12:57:03 UTC 2025","passed","Thu May 15 12:57:03 UTC 2025","","","",""
"","1","useCategoryId(DECOUVERTE_METIERS) = CONFERENCE","useCategoryId","Thu May 15 12:55:58 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","","",""
"","334","should not display artists playlist when there are not artists","SearchResultsContent component","Thu May 15 12:56:13 UTC 2025","passed","Thu May 15 12:56:13 UTC 2025","","Artists section","",""
"","208","should not have basic accessibility issues for visites","<SubscriptionSuccessModal />","Thu May 15 12:57:06 UTC 2025","passed","Thu May 15 12:57:06 UTC 2025","","Accessibility","",""
"","194","should copy the whole address when pressing the copy button","<VenueTopComponent />","Thu May 15 12:56:32 UTC 2025","passed","Thu May 15 12:56:32 UTC 2025","","","",""
"","199","when pressing previous button","<CategoriesModal/>","Thu May 15 12:55:50 UTC 2025","passed","Thu May 15 12:55:50 UTC 2025","should close the modal","With categories view","",""
"","236","should match snapshot","<AccountReactivationSuccess />","Thu May 15 12:58:05 UTC 2025","passed","Thu May 15 12:58:05 UTC 2025","","","",""
"","20","should not display icon tag when it is not informed","<Tag />","Thu May 15 12:58:04 UTC 2025","passed","Thu May 15 12:58:04 UTC 2025","","","",""
"","2","should handle undefined cinema genres","getOfferTags","Thu May 15 12:57:34 UTC 2025","passed","Thu May 15 12:57:34 UTC 2025","","","",""
"","7","useCategoryId(LIVRE_AUDIO_PHYSIQUE) = LIVRE","useCategoryId","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","","",""
"","159","should show error snackbar on error","<SuspendedAccountUponUserRequest />","Thu May 15 12:56:46 UTC 2025","passed","Thu May 15 12:56:47 UTC 2025","","","",""
"","72","should not render playlist when algolia does not return offers","MusicPlaylists","Thu May 15 12:57:27 UTC 2025","passed","Thu May 15 12:57:27 UTC 2025","","","",""
"","1","should return true when error code is 503","[api] helpers","Thu May 15 12:55:38 UTC 2025","passed","Thu May 15 12:55:38 UTC 2025","","isAPIExceptionNotCaptured","",""
"","129","should navigate to BeneficiaryRequestSent on postHonorStatement request success if user is not beneficiary yet","<IdentityCheckHonor/>","Thu May 15 12:57:14 UTC 2025","passed","Thu May 15 12:57:14 UTC 2025","","","",""
"","1","should return false for regular React components","isStyledComponent","Thu May 15 12:57:59 UTC 2025","passed","Thu May 15 12:57:59 UTC 2025","","","",""
"","6708","should not have basic accessibility issues","<SearchResults/>","Thu May 15 12:55:48 UTC 2025","passed","Thu May 15 12:55:55 UTC 2025","","Accessibility","",""
"","394","should display artists playlist when venue offers have artists","<VenueOffers />","Thu May 15 12:56:02 UTC 2025","passed","Thu May 15 12:56:03 UTC 2025","When wipVenueArtistsPlaylist feature flag activated","Artist playlist","",""
"","147","should navigate to headline offer when pressing on it","<VenueBody />","Thu May 15 12:56:49 UTC 2025","passed","Thu May 15 12:56:49 UTC 2025","","","",""
"","1","should format Date 2021-12-16T15:00:00.000Z to string ""16 décembre 2021, 15h00""","formatDateTimezone()","Thu May 15 12:56:19 UTC 2025","passed","Thu May 15 12:56:19 UTC 2025","","","",""
"","2","should not update when the minimal build number is equal to the local version","useMustUpdateApp","Thu May 15 12:57:15 UTC 2025","passed","Thu May 15 12:57:15 UTC 2025","","","",""
"","334","should NOT call API to create user account when reCAPTCHA challenge was failed","<AcceptCgu/>","Thu May 15 12:56:07 UTC 2025","passed","Thu May 15 12:56:07 UTC 2025","","","",""
"","3","should return an empty list when the offer is not available in any cinema","useGetVenuesByDay","Thu May 15 12:56:28 UTC 2025","passed","Thu May 15 12:56:28 UTC 2025","","","",""
"","5","should trigger logEvent ""logUserSetVenue"" when doApplySearch","useVenueModal","Thu May 15 12:57:07 UTC 2025","passed","Thu May 15 12:57:07 UTC 2025","","","",""
"","8","should change the custom outline color if useFocus = true and uses custom color","customWebFocusOutline","Thu May 15 12:57:54 UTC 2025","passed","Thu May 15 12:57:54 UTC 2025","","","",""
"","1","useCategoryId(CARTE_MUSEE) = MUSEE","useCategoryId","Thu May 15 12:55:58 UTC 2025","passed","Thu May 15 12:55:58 UTC 2025","","","",""
"","1","getHeadingAttrs(4) = {accessibilityRole: 'heading', accessibilityLevel: $display, dir: 'ltr'}","getHeadingAttrs()","Thu May 15 12:58:08 UTC 2025","passed","Thu May 15 12:58:08 UTC 2025","","","",""
"","22","should display format when format is given","<TextInput />","Thu May 15 12:58:17 UTC 2025","passed","Thu May 15 12:58:17 UTC 2025","","","",""
"","1","should fetch metadata once","getCodePushId","Thu May 15 12:58:03 UTC 2025","passed","Thu May 15 12:58:03 UTC 2025","","","",""
"","10","should return filters for a valid macro-section","getFiltersByMacro","Thu May 15 12:57:39 UTC 2025","passed","Thu May 15 12:57:39 UTC 2025","","","",""
"","207","should not trigger ConsultVenueMap log when pressing Voir sur la carte button and user is not located","<VenuePlaylist />","Thu May 15 12:56:06 UTC 2025","passed","Thu May 15 12:56:06 UTC 2025","","When wipVenueMap feature flag activated","",""
"","477","should render correctly","<EmailResendModal />","Thu May 15 12:56:00 UTC 2025","passed","Thu May 15 12:56:00 UTC 2025","","","",""
"","62","should display prev arrow by default","<ControlComponent />","Thu May 15 12:57:21 UTC 2025","passed","Thu May 15 12:57:21 UTC 2025","","","",""
"","171","should show password validation rules when at least one character is typed","<PasswordInputController />","Thu May 15 12:56:56 UTC 2025","passed","Thu May 15 12:56:56 UTC 2025","","With security rules","",""
"","6","when a category that is not ""Cartes jeunes"" and a native category that it has not genre type selected","categoriesHelpers","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","should render native categories view","getDefaultFormView","",""
"","5","should reject a well formated email: @fake.com","isEmailValid function","Thu May 15 12:58:08 UTC 2025","passed","Thu May 15 12:58:08 UTC 2025","","","",""
"","256","should request geolocation if geolocation is denied and the geolocation button pressed","SearchLocationModal","Thu May 15 12:55:41 UTC 2025","passed","Thu May 15 12:55:41 UTC 2025","","","",""
"","38","condition && <Component />","use-ternary-operator-in-jsx","Thu May 15 12:57:51 UTC 2025","passed","Thu May 15 12:57:51 UTC 2025","","invalid","",""
"","404","should render the ChronicleCardList correctly","ChronicleCardList","Thu May 15 12:55:56 UTC 2025","passed","Thu May 15 12:55:56 UTC 2025","","","",""
"","106","should log event when pressing on Offres disponibles tab","<VenueBody />","Thu May 15 12:56:49 UTC 2025","passed","Thu May 15 12:56:49 UTC 2025","","","",""
"","","should redirect to thematic home when item has an homeEntryId","<VideoCarouselModule />","Thu May 15 12:55:53 UTC 2025","skipped","","","","",""
"","6","with time range filter","[Analytics utils]","Thu May 15 12:55:39 UTC 2025","passed","Thu May 15 12:55:39 UTC 2025","","should build parameters for PerformSearch log","",""
"","172","should show distance","<Favorite /> component","Thu May 15 12:56:08 UTC 2025","passed","Thu May 15 12:56:08 UTC 2025","","user has chosen geolocation","",""
"","595","should call set search state on press ""Rechercher"" in venue modal","SearchResultsContent component","Thu May 15 12:56:02 UTC 2025","passed","Thu May 15 12:56:03 UTC 2025","","Venue filter","",""
"","4","should return false when searchGroup is MUSEES_VISITES_CULTURELLES","getShouldDisplayGtlPlaylist","Thu May 15 12:57:29 UTC 2025","passed","Thu May 15 12:57:29 UTC 2025","","","",""
"","195","should log analytics with foregin type on press foreign HeroButtonList","SelectIDOrigin","Thu May 15 12:57:19 UTC 2025","passed","Thu May 15 12:57:19 UTC 2025","","","",""
"","141","should display system banner for geolocation incitation","<GeolocationBanner />","Thu May 15 12:57:29 UTC 2025","passed","Thu May 15 12:57:29 UTC 2025","","","",""
"","23","validate a form with all required values","changePasswordSchema","Thu May 15 12:56:49 UTC 2025","passed","Thu May 15 12:56:49 UTC 2025","","should validate","",""
"","80","should not display ""Active ta géolocalisation"" button","<VenueSelectionModal />","Thu May 15 12:55:55 UTC 2025","passed","Thu May 15 12:55:55 UTC 2025","","When user share his position","",""
"","24","should return bookings with reactions when reactions added","addReactionsToBookings","Thu May 15 12:57:35 UTC 2025","passed","Thu May 15 12:57:35 UTC 2025","","","",""
"","2","when hasSelectedHours is true without selectedHours","datesHoursSchema","Thu May 15 12:56:31 UTC 2025","passed","Thu May 15 12:56:31 UTC 2025","","should fail","",""
"","2","should render 16 when 16 years old date","getAge","Thu May 15 12:57:53 UTC 2025","passed","Thu May 15 12:57:53 UTC 2025","","","",""
"","307","should render the content container when visible=true","SnackBar Component","Thu May 15 12:56:55 UTC 2025","passed","Thu May 15 12:56:55 UTC 2025","","","",""
"","204","should render","AsyncErrorBoundary component","Thu May 15 12:56:02 UTC 2025","passed","Thu May 15 12:56:02 UTC 2025","","","",""
"","16","should display the custom outline if isFocus = true","customWebFocusOutline","Thu May 15 12:57:54 UTC 2025","passed","Thu May 15 12:57:54 UTC 2025","","","",""
"","71","actual members should respect Firebase naming rules","AnalyticsEvent","Thu May 15 12:57:42 UTC 2025","passed","Thu May 15 12:57:42 UTC 2025","","","",""
"","4","send analytics on show with NOT_ELIGIBLE","useShareAppModalViewmodel","Thu May 15 12:56:38 UTC 2025","passed","Thu May 15 12:56:38 UTC 2025","","show","",""
"","1013","should create account when clicking on AcceptCgu button with trustedDevice","Signup Form","Thu May 15 12:56:02 UTC 2025","passed","Thu May 15 12:56:03 UTC 2025","","API","",""
"","2","should return remote config homeEntryOnboardingUnderage when user in not logged in, onboardingRole=underage","useSelectHomepageEntry","Thu May 15 12:55:41 UTC 2025","passed","Thu May 15 12:55:41 UTC 2025","","remote config entry","",""
"","33","should display ""Valider lʼhoraire""","BookingOfferModalFooter","Thu May 15 12:55:42 UTC 2025","passed","Thu May 15 12:55:42 UTC 2025","","when current step is hour selection","",""
"","17","should not display ""Voir l’itinéraire"" button when only venue address provided","<OfferPlace />","Thu May 15 12:55:56 UTC 2025","passed","Thu May 15 12:55:56 UTC 2025","","""Voir l’itinéraire"" button","",""
"","12","should display expiration date message when current price and price at booking time is 0","<BookingDetailsCancelButton />","Thu May 15 12:55:47 UTC 2025","passed","Thu May 15 12:55:47 UTC 2025","","When it's a free offer category to archieve","",""
"","61","should call press handler when pressing image not from google","<VenueBanner />","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","","",""
"","21","should not fetch again when focus on suggestion changes","useSearchResults","Thu May 15 12:55:50 UTC 2025","passed","Thu May 15 12:55:51 UTC 2025","","useSearchInfiniteQuery","",""
"","101","should navigate to OnboardingAgeInformation page when pressing ""J’ai 18 ans""","OnboardingAgeSelectionFork","Thu May 15 12:57:14 UTC 2025","passed","Thu May 15 12:57:14 UTC 2025","","","",""
"","8","should NOT call batch when user has seen 2 times their screen height","getScreenSeenCount","Thu May 15 12:56:23 UTC 2025","passed","Thu May 15 12:56:23 UTC 2025","","","",""
"","3","formatCurrencyFromCentsWithoutCurrencySymbol(1199) = 11.99 without format price options","formatCurrencyFromCentsWithoutCurrencySymbol()","Thu May 15 12:57:38 UTC 2025","passed","Thu May 15 12:57:38 UTC 2025","","","",""
"","2","getDisplayedPrice([200]) 	= Dès 2,00 € - Duo with format price options","getDisplayedPrice","Thu May 15 12:56:50 UTC 2025","passed","Thu May 15 12:56:50 UTC 2025","","","",""
"","1","useSubcategory(EVENEMENT_PATRIMOINE) = { isEvent: true, categoryId: MUSEE, searchGroupName: MUSEES_VISITES_CULTURELLES }","useSubcategory","Thu May 15 12:55:49 UTC 2025","passed","Thu May 15 12:55:49 UTC 2025","","","",""
"","199","should enable the submit button when first name and last name is not empty","<SetName/>","Thu May 15 12:56:39 UTC 2025","passed","Thu May 15 12:56:39 UTC 2025","","","",""
"","190","should display the empty bookings dedicated view","Bookings","Thu May 15 12:56:19 UTC 2025","passed","Thu May 15 12:56:19 UTC 2025","","","",""
"","16","should fetch offers for Contentful GTL playlists","useGTLPlaylistsQuery","Thu May 15 12:56:13 UTC 2025","passed","Thu May 15 12:56:13 UTC 2025","","without venue","",""
"","162","should notifies user on reCAPTCHA network error","<ForgottenPassword />","Thu May 15 12:55:59 UTC 2025","passed","Thu May 15 12:55:59 UTC 2025","","","",""
"","19","jest.mock('./Button')","jest-mock-path-exists","Thu May 15 12:57:11 UTC 2025","passed","Thu May 15 12:57:11 UTC 2025","","valid","",""
"","2","should return true when native category associated to category","categoriesHelpers","Thu May 15 12:55:40 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","","isNativeCategoryOfCategory","",""
"","6","should restore cookies consent from the storage","useCookies","Thu May 15 12:55:35 UTC 2025","passed","Thu May 15 12:55:35 UTC 2025","","storage","",""
"","4","should fetch with facetFilters parameter when one subcategory is provided","fetchOffer","Thu May 15 12:55:39 UTC 2025","passed","Thu May 15 12:55:40 UTC 2025","","categories and subcategories","",""
"","2","should return remote config homeEntryOnboarding_18 when user in not logged in, onboardingRole=eighteen","useSelectHomepageEntry","Thu May 15 12:55:41 UTC 2025","passed","Thu May 15 12:55:41 UTC 2025","","remote config entry","",""
"","367","should call updateReactions when switching from COMPLETED tab","Bookings","Thu May 15 12:56:20 UTC 2025","passed","Thu May 15 12:56:20 UTC 2025","","","",""
"","48","should display selected native category","Category component","Thu May 15 12:57:04 UTC 2025","passed","Thu May 15 12:57:04 UTC 2025","","","",""
"","18","<Typo.Body>toto</Typo.Body>","no-raw-text","Thu May 15 12:57:01 UTC 2025","passed","Thu May 15 12:57:01 UTC 2025","","valid","",""
"","39","should render correctly for visites","<SubscriptionSuccessModal />","Thu May 15 12:57:30 UTC 2025","passed","Thu May 15 12:57:30 UTC 2025","","","",""
"","16","should share with whatsapp url if on web and whatsapp mode","share()","Thu May 15 12:58:17 UTC 2025","passed","Thu May 15 12:58:17 UTC 2025","","","",""
"","332","should render correctly","<AcceptCgu/>","Thu May 15 12:56:04 UTC 2025","passed","Thu May 15 12:56:04 UTC 2025","","","",""
"","2","getHeadingAttrs(2) = {}","getHeadingAttrs()","Thu May 15 12:58:29 UTC 2025","passed","Thu May 15 12:58:29 UTC 2025","","","",""
"","280","should show the correct deposit amount","<VerifyEligibility />","Thu May 15 12:56:54 UTC 2025","passed","Thu May 15 12:56:54 UTC 2025","","","",""
"","37","should return false when FF wipReactionFeature is false","useBookingsReactionHelpers","Thu May 15 12:57:20 UTC 2025","passed","Thu May 15 12:57:20 UTC 2025","","","",""
"","99","should show tooltip after 1 second when user is not subscribed","<SubscribeButtonWithTooltip />","Thu May 15 12:56:47 UTC 2025","passed","Thu May 15 12:56:47 UTC 2025","","","",""
"","11","should transform ""city_mapper"" in ""City mapper""","formatSnakeCase","Thu May 15 12:58:14 UTC 2025","passed","Thu May 15 12:58:14 UTC 2025","","","",""
"","529","should call logCancelSignup with Email when quitting after signup modal","Signup Form","Thu May 15 12:56:02 UTC 2025","passed","Thu May 15 12:56:02 UTC 2025","","analytics","",""
"","5","// TODO","todo-format","Thu May 15 12:58:20 UTC 2025","passed","Thu May 15 12:58:20 UTC 2025","","invalid","",""
"","12","should return an offer categories predicate formatted for Algolia API","buildOfferCategoriesPredicate","Thu May 15 12:55:49 UTC 2025","passed","Thu May 15 12:55:49 UTC 2025","","","",""
"","19","should not display preview if wipOffersInBottomSheet FF disabled","VenueMapViewContainer","Thu May 15 12:55:52 UTC 2025","passed","Thu May 15 12:55:52 UTC 2025","","","",""
"","65","should show snack bar when fail to add favorite","useAddFavoriteMutation","Thu May 15 12:56:55 UTC 2025","passed","Thu May 15 12:56:55 UTC 2025","","","",""
"","5","should display the right day","getHideableQrCodeWithSeat","Thu May 15 12:56:44 UTC 2025","passed","Thu May 15 12:56:44 UTC 2025","when FF enableHideTicket is on > before it should be visible","reservation in a category that should be hidden","",""
"","152","should render correctly","<SetCity/>","Thu May 15 12:56:32 UTC 2025","passed","Thu May 15 12:56:33 UTC 2025","","","",""
"","37","should not show DeleteProfileReasonNewEmailModal when showModal params is set to false","<ChangeEmail/>","Thu May 15 12:57:06 UTC 2025","passed","Thu May 15 12:57:06 UTC 2025","","from DeleteProfileReason","",""
"","73","should not display duo selection","<BookingEventChoices />","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:25 UTC 2025","","When step is hour","",""
"","136","should not display withdrawal section when no withdrawal info provided","PracticalInformation","Thu May 15 12:56:14 UTC 2025","passed","Thu May 15 12:56:15 UTC 2025","","","",""
"","7","function useQuery() {
 // Ceci est une fonction nommée useQuery, pas un appel à useQuery
 }","queries-only-in-use-query-functions","Thu May 15 12:56:54 UTC 2025","passed","Thu May 15 12:56:54 UTC 2025","","valid","",""
"","58","should navigate to AccessibilityEngagement when Les engagements du pass Culture is clicked","Accessibility","Thu May 15 12:57:41 UTC 2025","passed","Thu May 15 12:57:41 UTC 2025","","","",""
"","110","should log analytics when pressing venue map block content type and user location is not everywhere","TrendsModule","Thu May 15 12:56:17 UTC 2025","passed","Thu May 15 12:56:18 UTC 2025","","","",""
"","98","should open mail app when clicking on check email button","<ResetPasswordEmailSent />","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","","",""
"","10","should return false if url does not start with linking prefixes","isAppUrl","Thu May 15 12:58:13 UTC 2025","passed","Thu May 15 12:58:13 UTC 2025","","","",""
"","32","should not render OfferDuo with Activé description","OfferDuo component","Thu May 15 12:57:57 UTC 2025","passed","Thu May 15 12:57:57 UTC 2025","","","",""
"","6","should only available catégories from backend","useAvailableCategories","Thu May 15 12:56:15 UTC 2025","passed","Thu May 15 12:56:15 UTC 2025","","","",""
"","368","should call onChange with the selected date when a date is selected","<DatePickerSpinner />","Thu May 15 12:57:20 UTC 2025","passed","Thu May 15 12:57:20 UTC 2025","","","",""
"","75","should call navigate with searchState params on press ""Recherche""","TabBar","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:44 UTC 2025","","","",""
"","1","should return the same string when a 11 characters string is given and maximum charcacters is 11","ellipseString","Thu May 15 12:57:50 UTC 2025","passed","Thu May 15 12:57:50 UTC 2025","","","",""
"","12","should not display anything at initialisation when mounted (visible = false)","SnackBar Component","Thu May 15 12:55:50 UTC 2025","passed","Thu May 15 12:55:50 UTC 2025","Initialisation","Visibility lifecycle","",""
"","2","should return filters that excludes objectID when excludedObjectIds is empty","buildFilters","Thu May 15 12:57:59 UTC 2025","passed","Thu May 15 12:57:59 UTC 2025","excludedObjectIds","with filter","",""
"","2","should return 111 km when offerPosition is {""lat"": 91, ""lng"": 91} and userPosition {""selectedLocationMode"": ""AROUND_PLACE"", ""selectedPlace"": [Object], ""userLocation"": [Object]}","getDistance()","Thu May 15 12:57:58 UTC 2025","passed","Thu May 15 12:57:58 UTC 2025","","","",""
"","70","should display about section","<OfferBody />","Thu May 15 12:55:54 UTC 2025","passed","Thu May 15 12:55:54 UTC 2025","","About section","",""
"","2","should call setPlaceGlobally with the selected place","getLocationSubmit","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:25 UTC 2025","","When on onSubmit with location mode is AROUND_PLACE","",""
"","55","should return the text ends with ellipsis when the text takes more lines than the max","useIsTextEllipsis","Thu May 15 12:56:36 UTC 2025","passed","Thu May 15 12:56:36 UTC 2025","","","",""
"","29","for ios","getShareVenue","Thu May 15 12:57:34 UTC 2025","passed","Thu May 15 12:57:34 UTC 2025","","should display share modal with data from offer","",""
"","24","should call refreshAccessToken route once when no error","[api] helpers","Thu May 15 12:55:37 UTC 2025","passed","Thu May 15 12:55:37 UTC 2025","","[method] safeFetch","",""
"","33","should not display bottomBanner with comingSoon information","MarketingBlockExclusivity","Thu May 15 12:56:42 UTC 2025","passed","Thu May 15 12:56:42 UTC 2025","","publicationDate is today","",""
"","55","should return the specified initial number of cinema","useListExpander","Thu May 15 12:56:36 UTC 2025","passed","Thu May 15 12:56:36 UTC 2025","","","",""
"","10","should return undefined when algolia does not return any hit","useAlgoliaSimilarOffersQuery","Thu May 15 12:56:53 UTC 2025","passed","Thu May 15 12:56:53 UTC 2025","","","",""
"","340","should log analytics when adding the previous offer to favorites","<Login/>","Thu May 15 12:55:56 UTC 2025","passed","Thu May 15 12:55:57 UTC 2025","","Login comes from adding an offer to favorite","",""
"","31","should display all text when text is expanded","CollapsibleTextContent","Thu May 15 12:56:29 UTC 2025","passed","Thu May 15 12:56:29 UTC 2025","","","",""
"","122","should display suggestion with a corrected email when the email is mystyped","<EmailInputWithSpellingHelp />","Thu May 15 12:57:12 UTC 2025","passed","Thu May 15 12:57:12 UTC 2025","","","",""
"","135","should display the credit given to 18 year olds in right label maximum price input","<PriceModal/>","Thu May 15 12:55:49 UTC 2025","passed","Thu May 15 12:55:49 UTC 2025","","when user is not logged in","",""
"","342","should update the minimum price by empty value when desactivate only free offers search toggle if minimum price in the current search is 0","<PriceModal/>","Thu May 15 12:55:44 UTC 2025","passed","Thu May 15 12:55:44 UTC 2025","","","",""
"","44","shouldn't display stock label when the offer hasn't any","<BookingInformations />","Thu May 15 12:56:17 UTC 2025","passed","Thu May 15 12:56:17 UTC 2025","","","",""
"","2","should return ""Billet à retirer sur place dès aujourd'hui""if event in 2 days","getEventOnSiteWithdrawLabel","Thu May 15 12:55:55 UTC 2025","passed","Thu May 15 12:55:55 UTC 2025","","with 48 hours withdrawal delay","",""
"","2","should filter with tags for playlists","buildVenuesQueryOptions","Thu May 15 12:57:17 UTC 2025","passed","Thu May 15 12:57:17 UTC 2025","","","",""
"","2","should return a date predicate with time range only when time range defined and date not defined","buildDatePredicate","Thu May 15 12:55:45 UTC 2025","passed","Thu May 15 12:55:45 UTC 2025","","","",""
"","172","should log modify email when pressing ""Modifier""","PersonalData","Thu May 15 12:56:05 UTC 2025","passed","Thu May 15 12:56:05 UTC 2025","","","",""
"","616","should not display info banner when at least email or push toggles is active","NotificationsSettings","Thu May 15 12:55:50 UTC 2025","passed","Thu May 15 12:55:50 UTC 2025","","","",""
"","111","should not redirect to artist page when FF is enabled and artist has less than 2 offers","<OfferBody />","Thu May 15 12:55:55 UTC 2025","passed","Thu May 15 12:55:55 UTC 2025","","","",""
"","6","should render 14 when the date is almost 15 years old","getAge","Thu May 15 12:57:53 UTC 2025","passed","Thu May 15 12:57:53 UTC 2025","","","",""
"","702","should go to search page with venue infos when clicking ""En voir plus"" button","<VenueOffers />","Thu May 15 12:56:01 UTC 2025","passed","Thu May 15 12:56:01 UTC 2025","","","",""
"","195","should render correctly","<DateInput />","Thu May 15 12:56:43 UTC 2025","passed","Thu May 15 12:56:44 UTC 2025","","no touch device","",""
"","2","should remove venuesFilter","venuesFilterStore","Thu May 15 12:57:29 UTC 2025","passed","Thu May 15 12:57:29 UTC 2025","","","",""
"","175","should render correctly","OnboardingGeolocation","Thu May 15 12:57:48 UTC 2025","passed","Thu May 15 12:57:49 UTC 2025","","","",""
"","508","should send analytics event when success","<ChangeStatus/>","Thu May 15 12:56:48 UTC 2025","passed","Thu May 15 12:56:48 UTC 2025","","","",""
"","2","should toggle a filter correctly (complete mode)","useVenueMapFilters","Thu May 15 12:57:15 UTC 2025","passed","Thu May 15 12:57:15 UTC 2025","","","",""
"","3","CTA(disabled=false) = ""Voir les disponibilités"" for isEvent=true, isDigital=false, isForbiddenToUnderage=false, category=MUSIQUE and price=20","getCtaWordingAndAction","Thu May 15 12:55:46 UTC 2025","passed","Thu May 15 12:55:46 UTC 2025","Underage beneficiary user","Beneficiary user","",""
"","386","should show button by default","<Venue />","Thu May 15 12:56:16 UTC 2025","passed","Thu May 15 12:56:17 UTC 2025","","movie screening access button","",""
"","15","should render null in web","OnboardingAgeInformation","Thu May 15 12:57:23 UTC 2025","passed","Thu May 15 12:57:23 UTC 2025","","","",""
"","108","should select OTHERS group","FilterCategoriesBannerContainer","Thu May 15 12:57:05 UTC 2025","passed","Thu May 15 12:57:05 UTC 2025","","","",""
"","120","should not display suggestion for empty email","<EmailInputWithSpellingHelp />","Thu May 15 12:57:12 UTC 2025","passed","Thu May 15 12:57:12 UTC 2025","","","",""
"","1","should not return the location for digital bookings","getBookingLabels","Thu May 15 12:56:26 UTC 2025","passed","Thu May 15 12:56:26 UTC 2025","","","",""
"","586","should set the selected category filter when search button is pressed and no category was already set","<CategoriesModal/>","Thu May 15 12:55:48 UTC 2025","passed","Thu May 15 12:55:49 UTC 2025","","With categories view","",""
"","141","should navigate to signup page when clicking on ""Créer un compte"" button","<AuthenticationModal />","Thu May 15 12:56:42 UTC 2025","passed","Thu May 15 12:56:43 UTC 2025","","","",""
"","304","should dismiss keyboard on scroll","<SearchLanding />","Thu May 15 12:55:45 UTC 2025","passed","Thu May 15 12:55:46 UTC 2025","","When SearchLanding is focus on suggestions","",""
"","73","should display eighteen years old block","OnboardingTimeline","Thu May 15 12:58:00 UTC 2025","passed","Thu May 15 12:58:00 UTC 2025","","","",""
"","8","check if credit is enough | non event x true => Crédit numérique insuffisant","getCtaWordingAndAction","Thu May 15 12:55:46 UTC 2025","passed","Thu May 15 12:55:46 UTC 2025","","Beneficiary user","",""
"","205","should render nothing","<Step />","Thu May 15 12:58:30 UTC 2025","passed","Thu May 15 12:58:30 UTC 2025","","","",""
"","8","should return Warning icon if 'WARNING' is passed","matchSubscriptionMessageIconToSvg","Thu May 15 12:57:43 UTC 2025","passed","Thu May 15 12:57:43 UTC 2025","","PopOverIcon","",""
"","19","should display the availability time","TicketBody","Thu May 15 12:56:25 UTC 2025","passed","Thu May 15 12:56:25 UTC 2025","concert or festival","QrCode for external bookings","",""
